Site Number,Date,DERAP Version,Basin,HGM Class,HGM Sub-class,LLWW,Stream Order,Classification,Purpose,Watershed,Sub-watershed,AA size and Shape,AA moved?,Forest Age >50 years,Hfor50,Hfor30,Hfor15,Hfor2-1,Harvesting w/in 50yrs,Hfor50-2,Hfor30-2,Hfor15-2,Hfor2-2,Hforcc,Hnorecov,Hfor10,Hcc10,Hcc50,Hcc100,Hforsc,Harvest > 50% recovered,Harvest > 50% recovering,Harvest > 50% recent,Harvest > 50% clear no recov,% AA forested,BAF (10),Hpine,Hchem,Hmow,Hfarm,Hgraz,Hinv1,Hinv5,Hinv50,Hinv100,Hinvless,Hinvdom,Hherb,Hburn,Hgarb,Hnutapp (a),Hnutapp (b),Halgae,Hnis100,Hnis50,Htrail-2,Htrail,Hrdlog,Hroad or Hrdgrav,Hpave or Hrdpav,Wditchs,Wditchm,Wditchx,Wditchfloodplain,Wchannm,Wchan1,Wchan2,Wchan1-2,Wchan2-2,Wincision,Wdamdec,Wimp10,Wimp75,Wimp100,% site perm flood,% site inundated,Wstorm,Wpoint,Wsedchan,Wsed or Wsedwet,Wfill10,Wfill75,Wfill100,Wmic10,Wmic75,Wmic100,Wsubsid,Road-impeding flow,Road-not impeding flow,Wtidres,Sed dep,Soil change < 10%,Soil change 10-75%,Soil change >75%,Eroding banks/slopes,Nutrients-ag,Nutrients-sew,Nutrients-fert,Ldevcom,Ldevres3,Ldevres2,Ldevres1,Ldevres1-2,Lsew,Lsept,Ltrail,Lrdgrav,Lrd2pav,Lrd4pav,Stormdrain,Llndfil,Direct runoff/erosion,Lchan,Lagrow,Lagorch,Lag,Lagpoul,Lfor,Ldock,Lmoor,Hydro-sev,Hydro-mod,Hydro-sl,Lgolf,Lmow,Lmine,QCR,QDR,Total Score
1316,08/12/2003,1,Chesapeake Bay,Depression,,,,,Assessment,Nanticoke River,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,,,false,false,false,false,false,,,,,false,false,false,false,false,,,false,,,false,,,,,false,false,false,,false,,,false,false,,false,false,false,false,,,false,false,,,false,false,false,true,false,false,false,FALSE,FALSE,false,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,false,false,false,,false,false,false,true,false,false,false,FALSE,false,FALSE,,false,false,,false,false,false,false,FALSE,FALSE,FALSE,false,false,false,,,33
RLPAL 1303,06/22/2017,6,Delaware Bay,Depression,Dep-Organic,TEFRpdIS,,Establishment,Assessment,Red Lion Creek,Army Creek,40m circle,false,false,false,true,false,false,false,,,,,,false,,false,false,false,false,,,,,15,10,false,false,false,false,false,false,false,false,true,,,false,,,,,false,true,false,,false,,true,false,false,false,false,,false,false,false,,,false,false,false,true,false,26-50,51-75,false,false,,false,false,false,true,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,true,false,false,,true,,false,,,false,false,false,,,,,,false,false,false,,6,28
RLPAL 1306,05/31/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1BATHhw,2,Natural,Assessment,Red Lion Creek,Dragon Creek,34m x 84m polygon,true,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,true,false,false,false,false,26-50,26-50,false,true,,false,false,false,false,false,false,false,true,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,46
RLPAL 1307,06/12/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1BATHhw,2,Natural,Assessment,Red Lion Creek,Red Lion Creek,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,60,30,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,84
RLPAL 1309,06/19/2017,6,Delaware Bay,Riverine,Riv-upper perenial,TEFLOUhw,1,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,70,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,true,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,true,,false,,false,,,true,false,false,,,,,,false,true,false,,5,52
RLPAL 1310,06/22/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1BATHhw,2,Natural,Assessment,Red Lion Creek,C&D Canal East,30m wide polygon,true,false,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0,0,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,> 75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,true,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,4,68
RLPAL 1314,06/14/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOIhw,,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,110,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,92
RLPAL 1316,05/17/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOIhw,,Natural,Assessment,Red Lion Creek,C&D Canal East,38m x 100m rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,75,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,90
RLPAL 1319,06/28/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1FLTHhw,1,Natural,Assessment,Red Lion Creek,Red Lion Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,30,90,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,3,85
RLPAL 1323,06/15/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOU,,Natural,Assessment,Red Lion Creek,Broad Dyke,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,true,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,true,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,4,80
RLPAL 1325,06/01/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOU,,Re-establishment,Assessment,Red Lion Creek,C&D Canal East,40m circle,true,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,90,200,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,false,false,false,true,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,false,false,,4,63
RLPAL 1329,06/12/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOU,,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,130,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,true,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,0,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,80
RLPAL 1331,05/31/2017,6,Delaware Bay,Depression,Dep-Mineral,TEBAIS,,Enhancement,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,false,false,false,false,false,false,,,,,,true,,false,false,false,false,,,,,0,0,false,false,false,false,false,false,false,false,true,,,false,,,,,false,true,false,,false,,false,false,false,false,false,,false,false,false,,,false,true,false,false,false,0,0,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,39
RLPAL 1332,06/19/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1BATHhw,2,Natural,Assessment,Red Lion Creek,Dragon Creek,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,80,70,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,89
RLPAL 1333,06/08/2017,6,Delaware Bay,Flat,Flat-mineral,LE2BATH,,Natural,Assessment,Red Lion Creek,C&D Canal East,wetland polygon,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,60,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,>75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,90
RLPAL 1334,05/31/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOIhw,,Natural,Assessment,Red Lion Creek,Red Lion Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,110,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,true,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,false,,true,,true,,,false,false,false,,,,,,false,false,false,,4,67
RLPAL 1335,06/20/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1BATHhw,1,Natural,Assessment,Red Lion Creek,Red Lion Creek,25m x 100m rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,80,120,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,true,false,,true,,false,,,false,false,false,,,,,,false,false,false,,4,83
RLPAL 1336,06/07/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1BATHhw,1,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,30,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,90
RLPAL 1338,05/31/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOIhw,,Natural,Assessment,Red Lion Creek,Red Lion Creek,wetland polygon,true,false,false,true,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,false,false,,5,64
RLPAL 1339,06/15/2017,6,Delaware Bay,Riverine,Riv-upper perenial,TEFLTHdrhw,1,Natural,Assessment,Red Lion Creek,Army Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,90,100,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,true,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,true,,,false,false,false,,,,,,false,false,false,,5,53
RLPAL 1340,06/14/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1FLTHhw,2,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,90,,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,84
RLPAL 1342,06/19/2017,6,Delaware Bay,Riverine,Riv-upper perenial,TEBAO1hwed,1,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,10,0,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,4,70
RLPAL 1345,06/15/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOUhw,,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,180,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,76
RLPAL 1347,05/31/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOUd,,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,false,false,true,false,false,false,,,,,,true,,false,false,false,false,,,,,80,70,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,true,true,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,true,false,true,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,false,,false,,true,,,false,false,false,,,,,,false,false,false,,5,56
RLPAL 1348,06/12/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1FLTHhw,1,Natural,Assessment,Red Lion Creek,Red Lion Creek,55m x 100m rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,75,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,true,false,,true,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,67
RLPAL 1352,06/07/2017,6,Delaware Bay,Riverine,Riv-upper perenial,TEBAOUed,1,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,70,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,2,85
RLPAL 1357,06/12/2017,6,Delaware Bay,Depression,Dep-Mineral,TEBAIS,,Natural,Assessment,Red Lion Creek,C&D Canal East,66m x 41m polygon,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,130,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,1,75
RLPAL 1360,05/17/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS4BATIhw,1,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,5,0,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,>75,true,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,4,67
RLPAL 1362,06/22/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1FLTHhw,2,Natural,Assessment,Red Lion Creek,Army Creek,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,40,210,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,83
RLPAL 1363,05/31/2017,6,Delaware Bay,Depression,Dep-Mineral,TEBAIS,,Enhancement,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,false,false,false,false,false,false,,,,,,true,,false,false,false,false,,,,,0,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,true,false,,false,,false,false,false,false,false,,false,false,false,,,false,true,false,false,false,0,0,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,39
RLPAL 1373,06/01/2017,6,Delaware Bay,Riverine,Slope,TEFLOU,,Re-establishment,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,120,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,70
RLPAL 1377,06/12/2017,6,Delaware Bay,Depression,Dep-Mineral,TEBAIS,,Natural,Assessment,Red Lion Creek,C&D Canal East,48m x 34m polygon,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,140,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,2,67
RLPAL 1380,06/20/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1BATHhw,2,Natural,Assessment,Red Lion Creek,Dragon Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,50,0,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,> 75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,85
RLPAL 1386,06/08/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1FLTHhw,2,Natural,Assessment,Red Lion Creek,Red Lion Creek,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,true,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,>75,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,83
RLPAL 1387,06/15/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1FLHdrhw,2,Natural,Assessment,Red Lion Creek,Army Creek,20m x 100m rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,30,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,51-75,true,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,true,false,false,,false,,true,,,false,false,false,,,,,,false,false,false,,5,66
RLPAL 1389,06/01/2017,6,Delaware Bay,Riverine,Riv-upper perenial,TEFLIS,1,Natural,Assessment,Red Lion Creek,C&D Canal East,17m x 100m rectangle,false,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,75,85,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,4,69
RLPAL 1395,05/31/2017,6,Delaware Bay,Depression,Dep-Mineral,TEBAIS,,Enhancement,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,false,false,false,false,false,false,,,,,,true,,false,false,false,false,,,,,0,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,true,false,,false,,false,false,false,false,false,,false,false,false,,,false,true,false,false,false,0,0,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,39
RLPAL 1396,06/08/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1FLTHhw,2,Natural,Assessment,Red Lion Creek,Red Lion Creek,48m x 100m rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,true,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,83
RLPAL 1398,05/31/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOIhw,,Natural,Assessment,Red Lion Creek,Red Lion Creek,40m circle,false,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,200,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,false,,true,,true,,,false,false,false,,,,,,false,false,false,,3,69
RLPAL 1399,06/20/2017,6,Delaware Bay,Riverine,Seep,LS1BATHhw,1,Natural,Assessment,Red Lion Creek,Red Lion Creek,70m x 35m rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,true,false,,,false,false,false,false,false,26-50,> 75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,53
RLPAL 1400,06/07/2017,6,Delaware Bay,Riverine,Riv-upper perenial,TEFLOUed,1,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,false,false,,3,83
RLPAL 1401,06/19/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLIS,,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,120,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,true,false,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,true,false,,4,76
RLPAL 1404,06/14/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1BATHhw,2,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,65,40,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,true,,false,,false,,,false,false,false,,,,,,false,false,false,,3,84
SJ0010,05/23/2007,345,Delaware Bay,Flat,,,,,Assessment,St. Jones River,,40M CIRCLE,true,,,,,,true,false,true,false,false,false,false,false,,,,,,,,,,130,false,false,false,false,false,,,,,true,false,false,false,true,false,,false,,,false,,true,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,true,false,false,true,false,false,,,false,,,,,,,,,false,false,false,true,,false,true,,false,false,false,,true,,false,false,false,,false,true,false,false,,,,false,false,false,4,,76
RLPAL 1405,06/19/2017,6,Delaware Bay,Riverine,Riv-upper perenial,TEFLOU,1,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,95,70,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,true,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,true,,false,,false,,,true,false,false,,,,,,false,false,false,,4,81
RLPAL 1406,06/19/2017,6,Delaware Bay,Riverine,Riv-upper perenial,LS1BATHhw,1,Natural,Assessment,Red Lion Creek,C&D Canal East,40m circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,25,0,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,> 75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,3,85
RLPAL 1408,05/18/2017,6,Delaware Bay,Flat,Flat-mineral,TEFLOUed,,Establishment,Assessment,Red Lion Creek,Dragon Creek,15m x 100m rectangle,false,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,90,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,92
